class,tweet
1,"['worry', 'nigga', 'see', 'worry', 'nigga', 'see', ""dat's"", 'da', 'nigga', 'fuckin', 'yo', 'bitch']"
0,"['generate', 'ascii', 'boxes', 'nodejs', 'see', 'ability', 'bring', 'flappy-bird', 'node', 'via', 'ascii', 'tubes', 'bird', '^', '_', '^']"
1,"['hey', 'go', 'look', 'video', 'man', 'found', 'kidnapped', 'girls', 'ohio', 'nigger', '#shitmybosssays']"
0,"['draft', 'gung-ho', 'folks', 'send', 'afghanistan', 'war', 'zones', 'show']"
0,"['thrill', 'billy', 'hillbilly', 'heart', 'hahahahaha', 'jesus', 'murphy']"
0,"['found', 'new', 'way', 'chug', 'open', 'mouth', 'alot', '#shitallysays']"
0,"[""i'll"", 'slit', 'throat-neck']"
0,"['albino', 'mexican', 'dad', ""he's"", 'asian']"
0,"['follow', 'yellow', 'brick', 'twitter']"
0,"['lol', 'cripple', 'wendy', 'davis', 'rt', 'scientists', 'create', 'remote-controlled', 'chick', 'study', 'shy', 'penguins']"
1,"[""let's"", 'kill', 'cracker', 'babies', 'wtf', 'hear', 'wow']"
0,"['mam', 'renÃ©e', 'doet', 'haar', 'rol', 'net', 'ze', 'ongesteld', 'wat', 'ongesteld', 'van', 'dat', 'soort', 'vragen', 'waar', 'je', 'denkt', 'hoe', 'leg', 'ik', 'die', 'weer', 'uit']"
0,"['mine', 'plays', 'dmx', 'kirk', 'franklin', 'smh', 'well', 'neighbors', 'ghetto', 'get', 'like', '5am', 'beat', 'kids']"
1,"['grandma', 'used', 'call', 'porch', 'monkey', 'time', 'come', 'think', 'refer', 'broken', 'bottle', 'nigger', 'knife', '_Ÿ˜_']"
1,"['nah', '_Ÿ˜‚', '_Ÿ˜‚', '_Ÿ˜‚', 'yo', 'thought', '1', 'photoshopped', 'face', 'faggot', 'smmfh', 'hate', 'yall']"
0,"['ovo', 'kendrick', 'lamar', 'still', 'trash']"
0,"['couple', 'red', 'sox', 'gotten', 'past', 'first', 'base', ""i'm"", 'dying', 'laughing', 'maybe', 'yanks', 'need', 'teach', 'game']"
1,"['people', 'time', 'aryan', 'race', '2', 'stand', 'say', 'mongerls', 'turn', 'world', 'ghetto', 'slum', '1488']"
0,"['devil', 'grows', 'inside', 'hearts', 'selfish', 'wicked', 'white', 'brown', 'yellow', 'black', 'color', 'restricted']"
0,"['water', 'yellow', ""i'm"", 'healthy', 'student']"
1,"['sour', 'apple', 'bitter', 'bitches', ""i'm"", 'fuckin', 'wit', 'em']"
0,"['division', 'trash', 'saints', 'gon', 'win', 'nfc', 'south', 'watch']"
0,"['recipe', 'calls', 'leftover', 'brownie', 'hell', 'leftover', 'brownie', ""that's"", 'brownie', 'eaten', 'yet']"
0,"['two', 'roads', 'diverged', 'yellow', 'wood', 'chose', 'one', 'jÃ¶tunheimr', 'robert', 'frost', 'giant']"
1,"['hate', 'niggers', 'hate', 'faggots', 'hate', 'spics', 'kkk', 'rally']"
1,"[""we're"", ""we're"", 'queer', '2', '4', '6', 'hut', 'like', 'butt']"
1,"['fuck', 'callin', 'jiggaboo', 'nigga']"
1,"['people', 'think', 'gay', 'marriage', 'okay', 'beyond', 'sorry', 'want', 'future', 'son', 'seeing', '2', 'fags', 'walking', 'street', 'holding', 'hands']"
0,"['yah', 'said', 'word', ""mtzra'ym"", 'egyptians', 'people', ""ysrah'al"", 'inheritance', 'kushite', 'ethiopians']"
0,"['yaooo', 'mawnin', 'yardies', '_Ÿ’_', '_Ÿ’›', '_Ÿ˜˜']"
1,"[""ain't"", 'gunna', 'shit', 'spear', 'chucker']"
0,"['hit', 'lights', 'line', 'toco', 'bell', '2', 'morning', ""diana's"", 'back', 'house', 'miracle', 'charlie']"
0,"['look', 'like', 'little', 'birds', 'help', 'get', 'dressed', 'morning']"
1,"['ol', 'trout', 'mouth', 'ass', 'bitch', 'deeeaaadd']"
0,"['teeth', 'like', 'stars', 'aww', 'thanks', 'yeah', 'yellow', 'far', 'away']"
1,"['ayo', 'even', 'kill', 'handicapped', 'crippled', 'bitches', 'look', 'scalp', 'real', 'close', 'see', 'triple', 'sixes']"
1,"['fuck', 'pussy', 'ass', 'hater', 'go', 'suck', 'dick', 'die', 'quick', 'someone', 'youtube', 'comments', 'think', ""we'd"", 'good', 'friends']"
0,"['hick', 'raver', 'venn', 'diagram', 'large', 'intersection']"
1,"['way', 'fuck', 'bitch', 'name', 'lord', 'mr', 'race']"
1,"['poor', 'whitey']"
0,"['rappers', 'say', 'twat', 'makes', 'feel', 'weird', '_Ÿ˜‚', '_Ÿ˜‚', '_Ÿ˜‚', '_Ÿ˜_']"
0,"['#2013faves', 'rt', '#snoop', '#justin', 'much', 'fun', 'charlie', 'wilson', 'tribute', '#betawards']"
1,"['#azmonsoon', 'lot', 'rain', 'bad', 'enough', 'wash', 'away', 'teabagger', 'racist', 'white', 'trash', 'state', '#tcot', '#teaparty', '#azflooding']"
0,"['#askdems', 'embarrassed', 'charlie', 'rangel', 'remains', 'caucus']"
0,"['#breaking', 'ap', 'calls', 'mass', 'governor', 'race', 'charlie', 'baker', 'watch', 'live', 'coverage', 'wcvb', 'streaming', 'online']"
0,"['#bigbird', 'made', 'gay', 'couple', 'yes', 'gop', 'world', 'bird', 'would', 'existed', 'since', 'creators', 'would', 'jail', 'sodomy']"
0,"['#blessjesus', 'amos', '3:3', 'two', 'walk', 'together', 'except', 'agreed']"
0,"['#blessjesus', 'amos', '5:10', 'hate', 'one', 'upholds', 'justice', 'court', 'detest', 'one', 'tells', 'truth']"
0,"['#blessjesus', '#crown', 'head', 'sole', 'feet']"
0,"['#blessjesusair', 'matthew', '6:26', 'look', 'birds', 'air', 'yet', 'heavenly', 'father', 'feeds', 'them.are', 'much', 'valuable']"
0,"['#blessjesuslove', 'happy', 'belated', 'sixty-fifth', '65', 'birthday', '28', 'aunt', 'mary', 'agnes', '#strong']"
1,"['#california', 'full', 'white', 'trash']"
1,"['#california', 'full', 'white', 'trash', 'moved', '#oklahoma']"
0,"['#commonquestioniget', 'uou', 'ghetto']"
1,"['#dtla', 'trash', 'non-europeans', 'allowed', 'live']"
0,"['#degenerateartist', 'sniffs', 'whiffy', 'balls', 'involuntary', 'cuz', 'fairy', 'walks', 'downtown', 'hairy', '#climatechange', 'scary', 'sense', 'hillbilly', 'sneeze']"
0,"['#derekjeter', 'lifelong', '#yankees', 'man', 'miss', '#firstballot', '#unanimous']"
1,"['#dutch', 'farmers', 'white', 'trash']"
1,"['#dutch', 'people', 'live', 'outside', '#newyorkcity', 'white', 'trash']"
0,"['#earlybird', '#early', '#morning', '#sunrise', '#dawn', '#bird', '#thebird', '#jerryreed', 'kansas', 'city']"
0,"['#ebola', 'great', 'thought', 'panic', 'bird', 'flu', 'bad', 'really', ""ain't"", 'got', 'time']"
0,"['#ebola', 'great', 'metaphor', '#gop', '#teaparty', 'policies', 'eat', 'vital', 'organs', 'host', 'dies', '#tcot', '#teabaggers']"
0,"['#explainananimeplotbadly', 'boy', 'monkey', 'tail', 'grows', 'savior', 'futuristic', 'yet', 'old', 'earth']"
0,"['#femalelogic', 'worse', 'jig', ""i'm"", 'convinced']"
0,"['#firecashman', 'root', 'royals', 'october', '#yankees']"
0,"['#glory', 'isaiah', 'mom', 'asked', 'wanted', 'brownie', 'said', 'thanks', 'said', 'fasting']"
0,"['#holidayseasonlive', 'shy', 'glizzy', 'feat', 'plies', 'free', 'tha', 'gang']"
0,"['#happycolumbusday', '#america', '#karlmarx', 'would', 'never', 'thought', 'sharing', '#colonialism', '#injuns']"
0,"['#happycolumbusday', 'hate', 'sound', '#peta', 'callous', '#buffalo', 'lot', 'worse', '#injuns']"
0,"['#hellyeah', 'rt', '#no', 'rt', 'happy', 'fall', 'pumpkin', 'spice', 'oreos']"
0,"['#hellobrookland', ""we're"", 'opening', 'serving', 'free', 'samples', 'cider', 'vegan', 'sliders', 'brownies']"
0,"['#holyspirit', 'joshua', '1:3', 'every', 'place', 'sole', 'foot', 'shall', 'tread', 'upon', 'given', 'unto', 'said', 'unto', 'moses']"
0,"['#iu', '8', 'straight', 'nation', '#college', 'soccer', 'champions', 'wow', '#hoosiernation', '#hoosiers', 'â__', '_Ÿè†']"
0,"['#iu', 'make', 'honorary', 'student', 'id', 'way', 'cooler', 'international', 'students', 'football', 'card', '#hoosiers']"
0,"['#indigenouspeoplesday', 'right', '#redskins', 'lot', '#queens', 'right', 'nomg', '#sofunny']"
1,"['#iowa', 'full', 'white', 'trash']"
0,"['#iraq', 'gov', 'troops', 'handed', 'severe', 'defeat', '#isis', 'saqlawiya', ""there's"", 'chatter', '300', 'soldiers', 'lost', 'jihadis', 'raving']"
1,"['#jesuschrist', 'straight', ""that's"", '#faggots', 'killed', '#period', '#sonofgod']"
1,"['#minnesota', 'full', 'white', 'trash']"
0,"['#np', 'centuries', '~', 'fob']"
0,"['#natitude', 'okay', ""i'm"", 'going', 'say', 'comb', 'yer', 'beards', '#lol', '#wiggers']"
0,"['#nowplaying', 'bt', 'feat', 'tori', 'amos', 'blue', 'skies', 'radio', 'edit', '#1069thearrow']"
0,"['#nowplaying', 'great', 'white', 'bitten', 'twice', 'shy', '#1069thearrow']"
0,"['#nowplaying', 'ian', 'hunter', 'bitten', 'twice', 'shy', '#1069thearrow']"
0,"['#nowplaying', 'doors', 'wasp', 'texas', 'radio', 'big', 'beat', '#1069thearrow']"
0,"['#pdplive', 'november', '10th', 'get', 'early', 'bird', 'tickets']"
0,"['#pacernation', '4/4', 'road', 'perfect', 'way', 'continue', '#iubb', 'finished', '#nba', '#pacers', '#indiana', '#hoosiers']"
0,"['#radiofreenorthwest', '218', 'covington', 'reads', 'responses', 'mocks', 'fbi', 'andy', 'real', 'politics', 'liv', 'awakening', 'gretchen']"
1,"['#reasonswecantbetogether', 'u', 'talkin', 'nig', 'smashed', 'da', 'homies']"
1,"['#rebelscience', 'using', 'actual', 'woman', 'genetic', 'engineering', 'lab', 'natural', 'clones', 'something', '#faggot', '#rome']"
0,"['#redsox', 'focus', '#orioles', 'knocked', 'last', 'year', 'hatred', '#yankees', 'um-teen', 'years', 'lol']"
0,"['#royals', '2-1', 'fantastic', 'ready', ""tomorrow's"", 'sweep', 'disposed', ""o's"", '#yankees', '4ever', 'except', 'month']"
0,"['#royals', 'milwaukee', 'let', 'yost', 'go.now', 'wished', 'cause', 'suck.how', 'now.he', 'guy', 'win', 'lose', 'yankees', 'fire', 'girardi', '_Ÿ‘‰', 'yost']"
0,"['#ruinacomedian', 'charlie', 'lapdance']"
0,"['#skating', 'trash']"
1,"['#slightlyadjusted', 'rt', 'alls', 'niggers', 'wanna', 'fuck', 'tweet', 'drink', 'pineapple', 'soda', 'day']"
1,"['#somethingigetalot', 'asian', 'black', 'hawaiian', 'gay', 'retarded', 'drunk']"
1,"['#southcarolina', 'full', 'white', 'trash']"
0,"['#stopwhitepeople', 'rt', '9', 'cases', 'west', 'nile', 'virus', 'infections', 'reported', 'orange', 'county', 'year', '105', 'dead', 'birds', 'found', 'carrying', 'virus']"
0,"['#tbt', 'love', 'forever', 'ling', 'ling', '_Ÿ‘_', '_Ÿ‘_', '_Ÿ’˜']"
0,"['#theboondocks', '10:30', 'nicca']"
0,"['#truth', 'rt', 'david', 'charlie', 'brown', '#scandal']"
1,"['#thingsiwillteachmychild', 'play', 'deez', 'niggas', 'n', 'bitches', 'dat', 'snakes']"
1,"['#trayvonmartin', 'referred', 'zimmerman', 'creepy', 'ass', 'cracker', 'racist', 'thug']"
1,"['#tweetlikepontiacholmes', 'pontiac', 'sprinkler', 'nigga', 'nigga', 'nigga', 'nigga', 'spic', 'spic', 'spic', 'spic', 'nigga', 'nigga', 'nigga', 'nigga']"
1,"['#vinitahegwood', 'get', 'job', 'naacp', 'ag', 'hear', 'like', 'diversity', 'tolerance', 'long', ""ain't"", 'cracker', '#tcot']"
1,"['#virginia', 'full', 'white', 'trash']"
0,"['#wearerepublicnotregime', '#potus', 'bo', 'violated', 'usa', 'sovereignty', 'w', 'open', 'border', 'jihadis', 'criminal', 'diseased', 'haitians', 's.americans', '#impeachobama']"
1,"['#westvirginia', 'full', 'white', 'trash']"
0,"['#whatimcraving', 'peanut', 'butter', 'oreos', '<3']"
0,"['#worldseriesgame3', 'hunter', 'pence', 'annoying', 'red', 'sox', 'player', 'shave', 'fool', 'take', 'vyvanse', 'â__', 'ï¸è', 'â__', 'ï¸è', '_Ÿ‘_', '_Ÿ‘_', '#yankees', '2015']"
0,['#yankees']
0,"['#yankees', '#firecashman', 'want', 'arod', 'back']"
0,"['#yankees', '#jeter', 'let', 'play', 'entire', 'inning', ""that's"", 'fitting']"
0,"['#yankees', '#sec', 'robertson', 'guy', 'fantastic', 'sec', 'pitcher']"
0,"['#yankees', '3', '#astros', '0', 'mccarthy', 'outduels', 'keuchel', 'series', 'finale']"
0,"['#yankees', '6-0', 'nine', 'straight', 'hits', 'price', 'night']"
0,"['#yankees', 'damn', 'directtv', 'blackout', 'yankee', 'game', 'freaking', 'walk', 'killing', 'satellite', 'douche']"
0,"['#yankees', 'damn', 'well', 'joe', 'move', 'bullpen', 'really', 'helped']"
0,"['#yankees', ""ain't"", 'complaining', 'royals', 'win', 'lose', 'game', '7', 'showed', 'heart', 'al', 'ride', 'die', 'flex', 'zone', 'earned']"
0,"['#yankees', 'went', 'golds', 'cruz', '2010', 'sound', 'upper', 'lower', 'body', 'strength', 'hmm', '40', 'hr', 'hitter', 'say', 'word']"
0,"['#yankees', 'royals', 'fire', 'sale', 'want', 'whole', 'team', 'leave', 'gardner', 'tanaka', 'rest', 'please', 'go', 'along', 'joe', 'cash']"
0,"['#yankees', 'nice', 'bounce', 'back', 'kay', 'gotta', 'keep', 'going']"
0,"['#yankees', 'pineda', 'needed', '6', '7', 'great', 'play']"
0,"['#yankees', 'primo', 'got', 'home', 'tanks', 'mlb', 'finally', 'winning', 'even', 'better', 'time', 'get', 'serious', 'sept', 'call', 'time']"
0,"['#yankees', 'got', 'beaten', 'thug']"
0,"['#yankees', 'take', 'three', 'games', 'motown', ""i'm"", 'callin', '#mlb']"
0,"['#yankees', 'wasted', ""nuÃ±ez's"", 'season', '#rays', '#mlb']"
0,"['#drunk', '#trash', '#trashed', '#wasted', 'draught', 'horse']"
1,"['#faggots', 'merely', '#scientific', 'indicator', 'something', 'wrong', 'celebrate', 'unique', 'indiviuals', '#cancer']"
1,"['#firefighter', 'job', 'white', 'trash']"
0,"['#foxnews', 'cuts', 'away', 'democrat', 'talks', 'claim', 'fair', 'balanced', 'lmao', 'network', 'full', '#teabaggers', 'liars']"
0,"['#gouache', '#inktober', '#oldpainting', '#mt', '#tiki', '#wahine', '#surf', '#monkey', '#bright', '#happysunday', '#peace', 'wishing']"
0,"['#hoosier', 'fans', 'cody', 'zeller', 'nominating', 'years', '#nba', 'draft', '#iubb']"
0,"['#inners', 'still', 'hanging', '#yankees', 'need', 'win', 'nfl', 'sunday']"
0,"['#iubb', '1', 'suiting', 'tonight', '#indiana', '#iu', '#ncaa', '#hoosierdaddy', '#hoosiernation', '#hoosiers']"
0,"['#metal', 'honkies']"
1,"['#milesthompson', '#goauche', '#wetback', '#ca']"
0,"['#mt', '#commission', '#gouache', '#tiki', '#wahine', '#monkey', '#tubed', '#surfing', '#wavesliding', '#waterwalker', '#notkook']"
0,"['#mt', '#goauche', '#monkey', '#oldpainting', '#vinyl', '#jazz', '#lounge']"
0,"['#mt', 'browngal', '#gouache', '#monkey', '#tiki']"
0,"['#np', 'shy', 'glizzy', 'awwsome', 'remix', 'feat', '2', 'chainz', 'ap', 'rocky', 'via']"
0,"['#philhughes', '#nyy', 'better', 'ur', 'whole', 'team']"
0,"['#porn', '#android', '#iphone', '#ipad', '#sex', '#xxx', '|', '#desi', '|', 'paki']"
0,"['#porn', '#android', '#iphone', '#ipad', '#sex', '#xxx', '|', '#desi', '|', 'paki']"
0,"['#porn', '#android', '#iphone', '#ipad', '#sex', '#xxx', '|', '#teen', '|', 'cutie', 'lesbian', 'teens', 'toy', 'slits']"
0,"['#portlandia', '#putabirdonit', 'rt', 'xbox', 'one', 'would', 'much', 'cooler', 'put', 'bird']"
0,"['#redneck', 'tow', 'truck', '#johndeere', '#4455', '#america']"
0,"['#rejectedpeanutsspecials', 'grape', 'crackhead', 'charlie', 'brown']"
0,"['#southcarolina', 'highschool', 'graduation', 'rate', 'near', '50', ""that's"", 'many', 'uninformed', '#teabaggers', '#morningjoe']"
0,"['#stateoftheunion', 'would', 'last', '15mins', 'let', 'president', 'talk', 'standing', 'clapping', 'birds']"
0,"['#tbt', 'precious', 'gook', 'baby', '_Ÿ˜ç', '_Ÿ˜ç', '_Ÿ˜ç']"
0,"['#tbt', 'took', 'likkle', 'monkey', 'jimmys']"
0,"['#teabagger', 'state', 'like', 'mississippi', 'opposed', 'minimum', 'wage', 'child', 'labor', 'laws', 'unions', 'pro-scab', 'sweatshop', 'work', 'pretty', 'much', '#slavery']"
0,"['#tikiti', 'rough', 'mock', 'base', 'eventually', 'ashtray', 'tiki', 'ti']"
0,"['#uppers', 'loving', 'show', 'morning', 'chris', 'directing', 'conversation', 'beautifully', 'make', 'teabaggers', 'talk']"
0,"['_Ÿç…', '_Ÿç…', '_Ÿç…', 'rt', 'killer', 'line', 'josh', 'smith', 'dropped', 'killer', 'trash', 'talk', 'line', 'kenneth']"
0,"['_Ÿç»', '_Ÿç»', '_Ÿç»', '_ŸŒ_', '_Ÿ’™', '_Ÿ_©', 'plus', 'sheryl', 'crow']"
0,"['_Ÿê›', '_Ÿ’°', '_Ÿ’¸', 'true', 'early', 'bird', 'gets', 'worm', 'first']"
0,"['_Ÿ‘‹', 'hi-ho']"
1,"['_Ÿ˜‚', 'racist', 'month', 'fuck', 'u', 'honkey']"
1,"['_Ÿ˜‚', 'rt', 'lmfao', 'rt', 'watching', 'porn', 'beating', 'yo', 'homie', 'text', 'u', 'show', 'name', 'banner', 'faggot']"
1,"['_Ÿ˜‚', '_Ÿ˜‚', 'fucc', 'nicca', 'yu', 'pose', 'pullin']"
0,"['_Ÿ˜‚', '_Ÿ˜‚', 'maaannn', 'hope', 'rt', 'get', 'rid', 'john', 'legend', 'looking', 'charlie', 'batch']"
0,"['_Ÿ˜‚', '_Ÿ˜‚', 'mike', 'calls', 't-bird']"
1,"['_Ÿ˜‚', '_Ÿ˜‚', '_Ÿ˜‚', 'said', 'rt', 'tl', 'gotta', 'chill', 'pretty', 'face', 'challenge', 'foolishness', ""y'all"", 'hoes', 'agg']"
1,"['_Ÿ˜‚', '_Ÿ˜‚', '_Ÿ˜‚', 'rt', '1st', '48', 'charlotte', 'goon', 'niccas', 'gon', 'fkkk', 'around', 'burn', 'bank', 'america', 'stadium', '_Ÿ”¥']"
0,"['_Ÿ˜ˆ', '_Ÿ†—', 'snap', 'chatted', 'one', 'night', 'lol', 'cute', 'snapchat', 'back', 'nig']"
0,"['_Ÿ˜ç', '_Ÿ˜ç', '_Ÿ˜ç', 'guess', 'ill', 'trash', 'drawing', 'roster', 'changes', '_Ÿ˜”']"
0,"['_Ÿ˜’', 'nerves', 'worked', 'cos', 'monkey', '_Ÿ˜‘', '_Ÿ˜¡']"
0,"['_Ÿ˜©', 'monkey', 'mad']"
0,"['_Ÿ˜_', '_Ÿ˜_', '_Ÿ˜_', '_Ÿ˜’', 'rt', 'work', 'imma', 'real', 'uncle', 'tom', '_Ÿ™ˆ']"
1,"['_Ÿ˜_', 'rt', 'recruited', 'buku', 'fags', '_Ÿ˜_', 'warehouse', 'place', '_Ÿ˜’']"
0,"['Ã¡lbum', 'de', 'fotos', 'csitaly', 'ts3', 'fairy', 'tail', 'satan', 'soul', 'mirajane', 'strauss', 'made', 'sims', '3', 'happy']"
1,"['Ã¡lbum', 'de', 'fotos', 'gaywrites', 'making', 'project', 'queer', 'students', 'harvard', 'highlights']"
0,"['â€˜', 'chillin', 'homie', 'left', 'british', 'rapper', 'turned', 'isis', 'jihadi', 'poses', 'severed', 'head', '#tcot']"
0,"['truth', 'distance', 'love', 'birds']"
0,"['frogger', 'best', 'game', 'ever', 'cuz', 'suck', 'flappy', 'bird']"
0,"['orton', 'trash', 'idc', ""ain't"", 'playing', 'trashlex', 'smith', 'sat', 'kaep', 'took', 'spot']"
0,"['adderall', 'killing', 'two', 'birds', 'one', 'stone']"
1,"['awkward', 'u', 'fag', 'wonder', ""who's"", 'awesome', 'tank', '_Ÿ˜_']"
0,"['wtf', 'flappy', 'bird', 'kidding']"
0,"['rt', '#yankees', 'michael', 'pineda', 'next', 'start']"
0,"[""i'm"", 'mud', 'shark', 'black', 'friends', 'makes', 'perfect', 'sense', '_Ÿ˜‚', '_Ÿ˜_', '_Ÿ˜‚', '_Ÿ˜_', '#idiotic']"
0,"['itsy', 'bitsy', 'teeny', 'weeny', 'yellow', 'pock-a-dot', 'bikini', 'polk', 'ashton', 'polk']"
0,"['got', 'new', 'fish', 'albino', 'named', 'shaquita', '#yee', 'bahaha']"
