class,tweet
1,"['naw', 'old', 'tape', 'new', 'cover', 'upcoming', 'mixtape', '#kingofthehill', 'yeah', ""i'm"", 'waiting', 'hoe', 'mayne']"
1,"['ol', 'dirty', 'foot', 'ass', 'bitches', 'funny']"
1,"[""that's"", 'get', 'yellow', 'flags', 'amazing', '_ÙÔè', '_Ù÷Î', 'hell', 'yeah', 'niggy']"
1,"['got', 'time', 'bitches', 'actin', 'iffy']"
0,"['#ucfpinkparty', 'come', 'stay', 'alive', 'knights', 'nation', 'still', 'early', 'bird', 'special', '#comeatmeut']"
1,"['hoes', ""ain't"", 'loyal', ""ain't"", 'smfh', 'wonder', 'nobody', 'decent', 'wants']"
1,"['bruh', 'studs', 'keep', 'thinking', ""i'm"", 'soft', 'hell', 'ask', 'ya', 'girl', 'many', 'times', 'screamed', 'bitch', 'oh', 'okay', 'stfu', 'bye', 'hoe']"
1,"['dry', 'pussy', 'bitches', 'always', 'blame', 'condom', '_Ù÷â', '_ÙÔè', '_Ù÷â', '_ÙÔè', '_Ù÷â']"
1,"['shut', 'yo', 'bitch', 'ass', '_Ù÷_', '_Ù÷â']"
1,"['gucci', 'mane', 'jail', 'dropping', 'mixtapes', 'every', 'month', 'hoes', ""can't"", 'even', 'text', 'back']"
1,"['love', 'hoes', 'money', 'wats', 'wrong', 'niggas']"
1,"['loyal', 'bitch', 'burbs', 'without', 'daddy', 'issues', 'like', 'finding', 'holographic', 'mewtwo', 'sounding', 'like', 'lol']"
1,"['easy', 'cum', 'easy', 'hoe', ""that's"", 'fact']"
1,"['charlie', 'sheen', 'real', 'major', 'fucking', 'respect', 'charlie', 'sheen']"
1,"['wish', 'bae', '_Ù÷¥', 'got', 'hoes', 'tho']"
1,"['fuck', 'twerking', 'bitch', 'cook']"
1,"['bitch', 'wtf']"
1,"['shut', 'zoe', 'fight', 'pussy', 'zoe', ""i'm"", 'good', 'man', 'good', ""ma'am"", 'move', 'along']"
1,"['lmao', 'fucking', 'snake', 'bitches', 'em']"
1,"['big', 'booty', 'hoes', 'everywhere', 'sheesh', '_Ù÷ç', 'damn', '_ÙÎÀ', '_ÙÔÛ', '_ÙÎÀ']"
0,"['stay', 'tuned', 'update', 'report', '1b', '8-10', 'weeks', '#bum']"
0,"['play', 'soccer', 'cheat', 'girls', 'wear', 'khaki', 'coloured', 'cargos', 'haircut', 'yes', 'lmfao']"
1,"['oregon', 'chokes', 'every', 'year', 'get', 'field', 'trash', 'ass', 'program', 'rft']"
1,"['def', 'cowboy', 'lol', 'rt', 'terrell', 'owens', 'best', 'eagle', 'cowboy', 'ever', 'dude', 'cried', 'like', 'bitch', 'tv', 'romo']"
1,"['could', 'u', 'bitch', 'potent']"
0,"['pissed', 'lad', 'past', 'would', 'lick', 'dirty', 'soles', 'slept']"
0,"['love', 'frat', 'boy', 'w', 'soft', 'long', 'soles']"
0,"['sexy', 'lad', 'hot', 'soles', 'arches']"
1,"['nah', 'fam', 'gotta', 'cheat', 'hoes', 'depends', 'female', 'feel']"
0,"['_ÙÔè', '_ÙÔè', '_ÙÔè', '_ÙªÎ', 'got', 'hicks', 'lol']"
1,"['new', 'twitter', 'confusing', 'shit', 'go', 'back', 'south', 'america', 'bitch']"
1,"['toto', 'means', 'ass', 'vagina', 'think', 'pussy', 'cause', 'toto', 'santi', 'like', 'nasty', 'pussy']"
1,"['actually', 'choose', 'ugly', 'bitch', '\ue40d', 'ass', 'must', 'fat']"
1,"['bitch', 'kill', 'vibe', 'ya', 'tried', '_ÙÎö', '_ÙÎö', '_ÙÎö', 'dis', 'love', 'miley']"
1,"[""i'm"", 'tired', 'bitches', 'saying', 'look', 'mean', '_Ù÷Õ', 'nigga', 'big', 'af', 'wear', 'tight', 'shirts', 'grim', 'everybody']"
0,"['10', 'birds', 'grandkids', 'may', 'never', 'see', 'thanks', 'climate', 'change', '#climate']"
1,"['stay', 'beautiful', 'bitch']"
1,"['#wutkinda', 'r', 'purple', 'ceeeleee', 'man', 'gurl', 'jus', 'playin', 'stupid', 'hoe', 'track', 'still', 'shitted', 'sum', 'gurls']"
1,"['money', 'getting', 'taller', 'bitches', 'getting', 'blurry']"
1,"[""ain't"", 'never', 'seen', 'bitch', 'obsessed', 'nigga', '_Ù÷â', ""i'm"", 'obsessed', 'mine', '_Ù÷Ô']"
1,"['kobe', 'stay', 'talking', 'trash', ""let's"", 'forget', 'meant', 'one', 'smh']"
1,"['people', 'always', 'asking', ""i'm"", 'mixed', 'bad', 'asian', 'bitch', 'lol']"
0,"['fosters', 'home', 'imaginary', 'trash', 'whoa', 'chill', 'show', 'everything', 'tf']"
1,"['lowkey', 'tired', 'tired', 'quiet', 'go', 'sleep', 'hoe']"
1,"['stop', 'bringing', 'weird', 'niggers', 'mentions']"
1,"['love', 'hoes', '_ÙÔê', '_ÙªÉ']"
1,"['yo', 'girl', 'cant', 'homeboys', 'ol', 'weak', 'bitch', 'ass', 'nigga']"
1,"['think', 'worst', 'advice', 'gave', 'pussy', 'speed', 'lol']"
1,"['quote', 'tweet', 'favorite', 'animal', 'pussy']"
1,"['hate', 'strippers', 'tell', ""they're"", 'dancers', 'hoe', 'ballet', 'dancers', 'pop', 'pussy', 'beethoven', 'stripper']"
1,"['andrewbryant', 'poff', 'double', 'vision', '2', 'beers', 'poff', 'double', 'pussy', '_Ù÷_', 'smh']"
1,"['bitches', 'twerk', 'computer', 'ya', '_ÙÔª', 'ya', 'damn', '_ÙÔª', '‰Û_', '•üè']"
1,"['prince', 'art', 'nobody', 'takin', 'bitch']"
0,"['61', 'welfare', 'government', 'aid', 'claimed', 'white', 'people', ""y'all"", 'black', 'slander', 'trash']"
1,"['bitches', 'care', 'play', 'role']"
1,"['took', 'find', 'hiding', 'lime', 'tree', 'dis', 'bitch', 'da', 'wrong', 'tree', 'bro']"
0,"['inna', 'di', 'ghetto', 'alone', 'lmaoo']"
0,"['hoes', 'austin', 'teach', 'us', 'austin', 'teach', 'u', 'get', 'curved', ""that's"", 'know']"
1,"['bitches', ""can't"", 'cook', 'know', 'suck', 'dick', 'ones']"
1,"['fat', 'hoes', 'get', 'chose', 'lol']"
1,"['#hoesaintloyal', 'well', ""they're"", 'hoes', 'one', 'expects', 'loyal']"
1,"['ol', 'bitch', 'ass']"
1,"['bruh', 'im', 'tired', 'niggas', 'retweetin', 'miley', 'cyrus', 'naked', 'bitch', 'aint', 'types', 'bad', 'lmaooo']"
1,"['tony', 'romo', 'mavs', 'game', 'dont', 'mean', 'still', 'bitch', 'lmao', 'fuk', 'cowgirls', 'lol', 'bitch', 'fuck']"
1,"['holy', 'shit', 'freddie', 'highmore', 'charlie', 'chocolate', 'factory', 'rolls', 'floor', 'laughing']"
1,"['want', 'sex', 'gf', 'feel', 'like', ""i'm"", 'using', 'anonymous', 'whata', 'faggot']"
1,"['one', 'followers', '_Ù÷ç', '_Ù÷©', 'somebody', 'bitch']"
1,"['ya', 'bitch', 'always', 'bitching', 'clearly', 'care', 'annoying', 'bitch']"
1,"['catfish', 'hoes', 'thinkin', 'slick', 'niggas', 'catching', '_Ù÷Î']"
1,"[""can't"", 'worry', 'bitch', ""ain't"", 'worried', 'bout', '#real']"
1,"['side', 'hoes', 'insecure', 'niggas', ""can't"", 'handle', 'real', 'one']"
1,"['_Ù÷â', '_Ù÷â', '_Ù÷â', 'rt', 'lmao', 'bitch', 'come', 'scooting', 'tent', 'like', 'fuck', 'shit', '_Ù÷_', '_Ù÷_', '_Ù÷_']"
1,"['cousin', 'said', 'share', 'hoes', 'brothers', 'said', 'sharing', 'caring', 'love', 'brothers', '_Ù÷â']"
1,"[""i'm"", 'hungry', 'ionn', 'wanna', 'spend', 'money', 'food', '_Ù÷Õ', 'broke', 'hoe', 'problems', '_Ù÷â', '_Ù÷â', '_Ù÷â', '_ÙÕÛ']"
1,"['dese', 'hoes', 'lyin', 'us', 'nigga']"
1,"['oh', 'yeah', 'fuck', 'bitch']"
0,"['eli', 'manning', 'threw', 'nfl-leading', '27th', 'interception', 'season', 'lmao', 'trash']"
0,"['usc', 'senior', 'rb', 'anthony', 'brown', 'calls', 'head', 'coach', 'steve', 'sarkisian', 'racist', 'quits', 'team', 'åÈ', ""he's"", 'bitch']"
1,"['guess', 'also', 'zero', 'time', 'mansplaining', 'adios', 'stfu', 'pussy']"
0,"['chilling', '_ÙÔÉ', '‰ã¢', 'sexy', 'scally', 'lad']"
1,"[""ain't"", 'sharing', 'bitch', 'mines', 'mines', '_ÙÕø']"
1,"['money', 'impress', 'simple', 'broke', 'bitches']"
1,"['#pisces', 'never', ""anybody's"", 'bitch', 'let', 'people', 'control', 'change', 'rigghhht']"
0,"['tuku', 'ho', 'idk', 'blah', 'blah', 'blah', '_Ù÷â', '_Ù÷â', '_Ù÷â']"
0,"[""i'm"", 'mad', 'cuh', 'hahaha', 'suure', 'tuku', 'ho', 'ita', '_Ù÷â', '_Ù÷â']"
1,"['hoes', 'crazy']"
1,"[""ain't"", 'ever', 'gonna', 'slice', 'bitch', 'kevin', 'hart', '(:']"
1,"['oomf', 'fuckin', 'fine', 'tho', '_Ù÷©', 'dam', 'bitch']"
1,"['wonder', 'girl', 'gave', 'head', '24', 'boys', 'drink', 'magaluf', 'twitter', 'probly', 'sends', 'nudes', 'fags']"
1,"['#newsatquestions', 'yeah', 'bitch', 'yeah', 'bitch', 'call', '___', 'maybe', 'b', 'steve-o', 'c', 'later', 'jesse', 'pinkman']"
1,"['hickies', 'thighs', 'right', 'pussy', 'right']"
1,"['would', 'still', 'love', ""i'm"", 'longer', 'young', 'beautiful', 'ugly', 'monkey', 'ass']"
1,"[""y'all"", 'come', 'front', 'bitch', ""ain't"", 'coming']"
1,"['faggot', 'bitch']"
1,"['yea', ""i'm"", 'ipad', 'work', 'friday', ""let's"", 'ball', 'faggot', 'work', '2-5']"
0,"['scally', 'lad', 'would', 'get']"
1,"['chrus', 'still', 'supahot', 'tho', 'walks', 'teacher', 'test', 'drops', 'test', 'bitch', 'fohead']"
1,"['love', 'eating', 'pussy', 'lol', 'never', 'get', 'full', 'lol', 'eat', 'shit', 'forever', 'lol', 'ever']"
1,"['slushes', '_Ù÷´', 'hoes', 'nasty', 'anyway', 'fam', '_Ù÷«', 'hoes', 'taste', 'like', 'meds', '_Ùçà', '_Ùçà', '_Ùç_']"
1,"['slushes', '_Ù÷´', 'hoes', 'nasty', 'anyway', 'fam', '_Ù÷«']"
1,"['bobby', 'bitch-by', 'getting', 'live', 'fuck', 'hell', 'yea', 'play', 'hoe', 'workout']"
1,"['yo', 'bitch', 'gucci', 'mane', 'rt', 'bitch', 'stoner', '_ÙÕø', '_ÙÕø']"
1,"['ride', 'bitch', 'handle', 'bars']"
1,"[""ain't"", 'hoe', 'get', 'traphoussseee']"
0,"['15', 'sad', 'tv', 'character', 'deaths', ""we're"", 'still', 'bitter', 'stark', 'man']"
1,"['harbor', 'bitches', 'party', 'bus', 'hoes', 'lol']"
1,"['pussy', 'love']"
1,"['ultraviolence', 'video', 'coming', 'little', 'bitch', '#mtvhottest', 'lana', 'del', 'rey', 'bitchy', 'promo']"
1,"['way', 'fuck', 'bitch', 'lmfao', 'kittycopter']"
0,"['smuggler', 'explains', 'helped', 'fighters', 'along', 'jihadi', 'highway']"
1,"['aww', 'avis', 'look', 'cute', 'together', '_ÙÕÔ', '_ÙÕÛ', '_ÙÕÛ', '_ÙÕÛ', 'gotta', 'get', 'ike', 'avi', 'bitch']"
1,"['simple', 'dont', 'hoe', '=d', 'ont', 'worry', 'exposed', '_Ù÷Ï', 'fight']"
1,"['whys', 'bitch', 'boosting', 'size', 'exactly', 'healthy', 'tho']"
1,"['bet', 'bitches', '_Ù÷â', '_ÙÔê', '_ÙÓÇ', '_ÙÓÇ', '_ÙÓ»', '_Ù÷â', '_Ù÷â', 'kim', 'bye']"
1,"['damn', 'near', 'gotta', 'protect', 'tweets', 'stalkers', 'annoying', 'got', 'dope', 'dick', 'drive', 'bitches', 'loco']"
1,"[""i'm"", 'making', 'marack', 'girlfriend', 'aye', 'b', 'pullin', 'hoes', 'like', 'taught']"
1,"['bruno', 'fag', 'boy', 'love']"
1,"['must', 'bitch', '_Ù÷â', '_Ù÷â', '_Ù÷â', 'sike', 'naw', 'always', 'beefing', '_Ù÷â']"
0,"['6-1', '#yankees', 'look', 'rally', 'bottom', '9th', '#rallycap']"
1,"['take', 'advantage', 'nice', 'person', 'hoes', 'everyjuan']"
1,"['happy', 'birthday', 'bitch', 'nigga', 'thanks', 'pal']"
1,"['sad', 'knowing', 'hoes', 'fuck', 'bc', ""ain't"", 'got', 'stacks', 'wait', 'till', 'friday']"
